A0A287BAP6 A0A287AIE4
A0A287BEB8 F1RJX6
F1SM56 F1SM56
F1S4G5 F1SLN1
F1S4Q6 F1S4Q6
F1S9Z3 F1S373
F1S4G5 F1S4G5
F1RG01 B8Y4S5
A0A287BG25 A0A287BG25
I3L8V8 I3L5E5
A0A286ZSJ6 A0A286ZSJ6
F1RT78 F1RT78
B2CZF8 A0A287AGG3
A0A287B293 F1SC78
I3LE93 A0A287B108
A0A287A1Y5 A0A287B6H5
A0A286ZN42 A0A287AZ57
A0A287A7L1 F1SFX0
A0A287A8J8 A0A287A8J8
F1SC59 F1SC59
I3LEA0 F1SHV7
A0A287A4A0 A0A287A4A0
F1S0T9 D7R811
A0A287AEU9 A0A287AEU9
A0A286ZQA7 A0A286ZQA7
I3LE93 I3LE93
D2JYW4 D2JYW4
A0A287BQ36 A0A286ZQ22
K7GNP1 F1SHB0
B0LDT4 F1RY45
I3L7Z3 F1STU9
A0A287AHG1 A0A287A0W1
M9MMN1 M9MMN1
F1RGT4 A0A287B6G7
A0A286ZLK7 F2Z580
F1RGL0 F1RGL0
A0A287AZT5 A0A287BHL2
I3LDW3 F1RX92
A0A287BJY9 A0A287BA13
A0A287B9V8 A0A287B9V8
F1S216 A0A287BMZ0
F1SF56 F1SF56
A0A287ALE5 Q1W0Y2
A0A287AI94 F1S1H3
I3LFH6 F1SUL0
F1RKA0 I3LUF4
A0A286ZIV3 A0A286ZIV3
F1SD98 F1SD98
F1SAU2 F1S3W3
C0SW08 C0SW08
F1S4J0 I3LU80
F1SAH3 F1SAH3
I3LN88 A0A287BK29
F1RQP0 F1RJU4
A0A287B223 F1SC59
A0A287B8S8 A0A287B8S8
F1RVY1 F1RVY1
F1RIG0 F1STN3
F1SPP6 A0A287AMN8
F1RGU8 A0A287BK49
P54612 P54612
F1SER9 A0A286ZS02
I3L6Z9 A0A286ZU15
I3LQF8 I3LQF8
A0A287B735 A0A287B735
F1ST22 I3LCK2
A0A286ZPW1 A0A286ZPW1
F1SBT3 F1S7T4
I3LLZ3 A0A287AHK7
F1S1A8 F1S1A8
M3VJZ7 Q2PKF4
F1RTH8 I3LUA2
F1S7Q6 F1SAN7
I3L8W5 F1SUS6
F1SFC1 F1SUE2
F2Z4Y8 F2Z4Y8
I3LCG5 I3LCG5
F1RTH8 A0A286ZQS2
F1RSK2 I3LFB5
A0A286ZJL1 A0A286ZJL1
F1SPE3 F1SUU6
A0A287B841 A0A287B841
A0A287BH55 A0A287BH55
F1RVQ6 F1RVQ6
A0A286ZSN4 A0A286ZSN4
K7GQ93 F1S7Q6
F1S9F2 F1S9F2
A0A287AY01 A0A287A862
F1RS76 B3XXC2
A0A286ZM09 A0A286ZM09
E7CR01 E7CR01
I3LHH5 I3LHH5
A0A287A800 F2Z5L2
A0A287BJY9 F1S0H4
A0A287BD41 F1S8Z0
A0A287BKF3 A0A287BKF3
A0A287AR61 A0A287AR61
F1SCM8 F1SS00
F1RW05 F1RJX6
F1RGV5 F1SAH3
A0A286ZPP9 F1SN69
F1RL05 A0A287B544
F1S603 F1S603
A0A287AWS0 F1SUD4
A0A286ZSY9 A0A286ZSY9
A0A287B9L2 A0A287B9L2
A0A287AB66 A0A287AB66
F1SF42 F1SF42
A0A287A8I5 A0A287A8I5
A0A286ZKP1 Q4PS85
K7GKQ6 K7GKQ6
F1SKM8 F1S2W6
I3L844 I3LT05
A0A286ZXE1 A0A286ZRN5
F1SB65 A0A287ABI7
A0A286ZJX3 A0A286ZJX3
I3LCP8 A0A286ZMB2
D5K8A0 I3L7H4
A0A287ALE7 A0A287A7C5
F1S062 F1S062
I3L847 F1SSN6
A0A287AN25 I3LJC2
F1RWV2 A0A286ZQ22
I3LTD0 F1SCV6
A0A287B093 I3LJF6
I3LCU3 F1S1D9
F1RRS6 F1RRS6
I3LF48 I3LF48
F1S6G8 I3LHI3
A0A287ATK1 F1SQZ8
A0A287B5R1 O18887
I3L855 F1SSJ8
F1RQR2 A0A286ZJG2
F1STG0 F1STG0
C3VMW6 C3VMW6
A0A286ZVG0 A0A287A9A9
F1SS82 A0A287B737
Q6QAQ1 Q6QAQ1
F1SRE1 F1S1H1
K7GMW2 A0A287A612
F1S4W8 A0A287BEW6
F1RQ90 F1RQ90
A0A286ZRW8 B8Y4S8
F1RIJ5 F1RIJ5
B7TY21 A0A287BNF7
A0A286ZY18 A0A286ZY18
F1SND9 F1SND9
K7GQ93 F1SAI5
F2Z5D1 A0A287A3E8
A0A287BKU7 A0A287BKU7
I3L7Z3 A0A287AZ54
F1SAX3 F1SAX3
Q8HYN8 Q8HYN8
K7GN67 K7GN67
I3L6U9 A0A287AMJ0
A0A287BMU4 A0A287BST7
A0A287B294 A0A287B294
F1RY45 F1RHN8
A0A287AYZ1 A0A287BR67
F1S0T7 F1S0T7
I3L9Q7 D7RA17
Q6RWA7 A0A287B0T0
A0A287ANG4 A0A287ANG4
A0A287AAR0 A0A287AAR0
A0A287BAP6 F1RN52
K7GN66 A0A287BPF5
A0A287BT99 A0A287BT99
A0A287BKF0 A0A287BKF0
Q28987 F1RZA6
F1RF23 F1SBW5
F1RL90 I3LCU3
Q8SPK3 A0A286ZTU1
F1SNI1 F1SNI1
F1SGI3 F1SGI3
A0A287AAE5 A0A287AAE5
A0A287BGZ7 A0A287APU1
A0A287AYA3 F1SKM8
I3LNH3 A0A287B478
I3LUI7 F1SC57
F1SA17 F1SLC7
A0A286ZQE2 D7RA36
I3L977 I3L977
F1RXX3 F1RYY5
F1RX38 F1RX38
B7TY21 F1RY45
G3FP13 G3FP13
F1SJV7 F1SJV7
I3LHK5 I3LHK5
F1RPQ4 F1RPQ4
A0A287BSZ4 F1SQL1
F1S4W8 F1SB65
A0A287BKV9 F1RRW2
F1RZJ5 F1RZJ5
A0A287ANQ7 A0A287ANQ7
F1RGT4 A0A287A6Q1
A0A287AE11 A0A287AE11
A0A287A6L4 F1RJX8
F1SLC7 F1RS05
I3LUF4 F1RKA0
K7GT64 K7GT64
A0A287ACL4 P01219
F1SV35 F1SV35
F1RTH8 F1RTH8
I3LPL6 A0A287BRN7
A0A287BK92 A0A287BK92
F1RMN5 A0A287BNZ9
F1RM75 A0A287A6H2
F1RL99 F1SUH2
I3L7H4 A0A287APX2
F1S0W2 A0A287AK24
I3L7Z3 A0A287AMV5
A0A287A2G0 F1S1L2
A0A286ZRK6 F1RS59
F1S248 A0A0M3KL53
I3LLK9 F1SLN1
F1SUA0 A0A287ADC7
I3LHJ5 I3LHJ5
A0A287AQ63 A0A287AQ63
Q06AA0 Q06AA0
F1SS82 F1SIT8
F1RVP4 F1RVP4
I3LE93 Q8HYA9
A0A287AZ63 A0A286ZMT8
F1SBS4 F1SBS4
F1SAH3 F1RGV5
A0A286ZVG0 F1SS82
A0A287ALZ1 I3LHW9
A0A287BNZ9 F1SQT2
A0A287A447 A0A287A447
A0A286ZYH6 A0A287B2L2
I3LSQ0 I3LSQ0
F1S223 F1S223
A0A287AEB7 F1SKM8
F1RK92 A0A287A447
F1S8Y4 F1S8Y4
A0A287BRX1 A0A286ZW96
F1RG69 F1RG69
A0A287BMN0 A0A287AT70
I3L8H0 A0A287APF1
A0A287A9Q3 F1SFG1
F1SB50 A0A287BFM3
F1S6G9 F1S6G9
A0A286ZVX9 F1S0P6
I3L8V8 I3L8V8
F1RK92 K7GN34
G9K122 F1SCH1
I3LBD8 I3LBD8
A0A287BBJ7 A0A287BBJ7
P82460 P82460
A0A287A720 F1SRC5
F2Z5Q5 F1RZI3
F1SKN7 Q29053
F1STH0 F1STH0
F1S1M5 F1S1M5
A0A286ZV39 A0A287BF82
B7U2H0 A0A287AEL7
A0A287AH57 F1RKE4
F1S8G6 F1S8G6
A0A287A957 I3LNJ8
A0A287APU7 F1RG63
A0A286ZNE5 A0A286ZNE5
A0A287B017 F1SL93
F1SSN7 F1SSN7
A0A287BNB0 A0A287BNB0
I3L8J9 K9J6H5
F2Z5W4 F1SH64
F1S3G7 F1S3G7
I3LJP1 I3LJP1
I3LAB4 F1RGS9
A0A287B3D8 A0A287B3D8
M3VK31 A0A287A7L1
F1STN3 F1STN3
A0A286ZSV2 A0A286ZSV2
A0A287AJY6 F1RYH9
I3LJA1 A0A287A5I9
A0A287B6C7 F1STH0
F1SMK6 K9IVC8
F2Z4Z6 F2Z4Z6
F1RFB7 F1RT67
F2Z521 F2Z521
A0A287B819 A0A287B819
A0A287BEJ3 F1RKC0
F1S461 A0A287BGT9
A0A287A706 F1S765
I3LV96 I3LV96
F1SGD8 A0A287ADY8
A0A286ZR36 A0A286ZR36
F1SFF5 A0A287AIU9
I3LTW0 F1RMX5
F1RWM3 F1RRW2
I3LJ47 A0A286ZPX7
F1SLR5 F1SLR5
F1RG99 A0A287A7X3
A0A286ZPB4 A0A286ZYR1
F1SSV2 F1SSV2
F1RZZ3 F1RZZ3
I3LVB3 I3LVB3
A0A286ZNE5 I3LHR2
A0A287AN02 A0A287AN02
F2Z5I3 A0A287ALE5
I3LG19 I3LG19
B1PXF9 B1PXF9
A0A287ALR5 F1RSG0
F1SS65 A0A287BEW6
I3L9E6 I3L9E6
A0A286ZXQ3 F1STZ6
A0A287A6G5 G9F6X8
A0A287A638 A0A286ZSD4
A0A287BFY7 A0A287AWN6
I3LNJ8 F1SJT0
K7GQY0 K7GQY0
F1RKJ6 A0A287B927
I3L7H4 F1SFM0
I3LNK6 F1S1M2
A0A286ZJX9 A0A286ZJX9
F1SIA3 F1SIA3
A5GFZ6 A0A287AYZ1
A0A287B893 A0A286ZJK9
I3LFV5 I3LFV5
P35750 P35750
A0A287A962 A0A287BBB7
B8Y4S8 I3LTX5
I3L7D2 F1SS97
I3LEX4 I3LEX4
K7GN66 A0A286ZIJ6
I3LA17 A0A287API2
A0A286ZSJ6 I3LJA0
F1SJA2 F1RUS8
Q56VC2 Q56VC2
A0A287AZ63 F1RT09
A0A287BK05 A0A287BK05
A0A287ADB2 F1SQ59
F1SMK4 F1SMK4
A0A287A3U2 A0A286ZMB2
F2Z5I3 F1S860
F1SPI9 F1SPI9
F1SCC4 F1SCC4
I3LS09 F2Z5D1
A0A287ALL2 A0A287ALL2
A0A287BM19 F1S5A6
A0A287AF85 A0A287B8E0
A0A287AWS0 A0A286ZWN9
I3L8J2 I3L8J2
F1SNL8 D3Y270
A0A286ZL23 A0A286ZL23
A0A286ZUC9 F1RI80
F1S0J8 A0A287AR33
A0A287BL09 A0A287BL09
A0A287BNZ9 F1RMN5
K9IVI9 K9IVI9
F1RPV0 Q8MIA3
F1RF12 F1SPK3
A0A287AUV2 F1S8Y4
F1REZ4 A0A287AHJ2
F1RY45 F1SS61
A0A287A962 A0A287AEF8
A0A286ZRG1 I3LFH6
A0A287ALN6 A0A287AGA1
F1SPR8 F1SPR8
A0A287BKR0 A0A287BKR0
A5GHK6 F1SAH6
A0A287AXP9 A0A287AXP9
I3LP37 A0A287B401
P48321 P48321
D7RA36 D7RA36
F1RNQ3 F1RRW2
A0A287AXH9 A0A287B4Q4
I3L9Q5 I3L9Q5
I3L9P0 I3L9P0
F1S5D3 F1S1F1
K9IVC8 K9IVC8
A0A286ZNE4 F1SQ60
A2T1K7 A0A287ABR0
F1SSZ0 A0A287BPI3
A0A287A0A8 F1SFG4
F1S4G5 A0A286ZI25
F1SQ08 I3L8W5
A0A287AGD4 A0A287AAN9
F8T0U2 F8T0U2
A0A286ZWL3 I3L8W5
F1RX85 F1RX85
A0A286ZXE1 A0A287B9D1
A0A287BAE1 A0A287BAE1
F1S5C5 F1S5C5
K7GND3 K7GND3
K9J6H5 F1SJT0
F1SGD8 F1SGD8
A0A287B5K5 A0A287B5K5
F1SUS6 A0A286ZWL3
I3LJQ0 F1S1L2
A0A287AEF8 A0A287BBB7
F1SE66 A0A287BPY6
F1SPR3 F1SPR3
A0A286ZUN2 F1S360
I3L5K2 F1S570
I3LDT9 E1U8C5
I3LHE7 K7GS70
F1SHY6 F1SQH8
F1RX40 F1RX40
Q29201 Q29201
A0A287AC39 A0A287AC39
F1RHZ5 F1RHZ5
F1SV16 F1SV16
A0A287BB52 A0A287BB52
A0A287BNM0 F1SN51
F1SLC7 A0A286ZVX9
A0A287B052 A0A287B052
A0A287ATP5 F1RSK2
F1RJ11 F1RJ11
I3LUH9 F1RRW2
F1SSQ4 F1SSQ4
F1SMI2 A0A287A3W3
F1SV40 F1SV40
A0A287AMS9 I3LIV9
I3LR13 F1SIU0
F1STG6 F1STG6
F1RPD2 F1RXP8
I3LNJ8 A0A287A957
F1SIK8 A0A287BRX1
F1RR25 F1RR25
F1S4G5 F6QAE4
F1S579 K7GSZ9
A0A287BRY2 K7GPB8
F1S1L2 A0A287AHJ2
A0A287BFL6 F1S614
B1PK17 I3LHW9
F1S2L2 F1S2L2
A0A287BL05 A0A287BL05
A0A286ZXQ3 F1S8X0
F1SGP7 A0A286ZRJ9
A0A287AEL4 A0A287AEL4
A0A286ZT06 F1SKP8
K7GT58 A0A287B098
F1RIB2 A0A286ZJJ6
F1RWA0 F1RWA0
F1RL46 A0A286ZMT8
F1SSZ8 F1RU08
A0A287BS35 I3L7H4
A0A287BHA3 Q06AT1
A0A287ADY8 A0A287ADY8
D2SQP3 D2SQP3
I3LK83 F1SFG1
I3LAY7 F1S0P6
A0A287B098 K7GT58
A0A287AZQ1 A0A287AZQ1
F1RUL1 I3L7L2
F1RP59 F1RP59
F1SKT4 F1S6G8
A0A286ZMT8 A0A287B293
I3LQD8 I3LQD8
F1S2I2 F1S2I2
A0A287AYU6 A0A287AYU6
A0A287A957 A0A287A957
F1SI67 A0A287B5N1
F1RR89 F1RR89
A0A287B182 F1S0E1
I3LLP1 I3LLP1
A0A287BD34 A0A287BD34
F1SIT8 Q95266
F1RT67 F1RT67
I3L663 I3L663
F1S5V0 F1S5V0
A0A287AHJ2 F1S938
A0A287BMU9 A0A287BMU9
K7GSM3 Q19ML6
A0A287AFL9 C9K505
F1SPZ4 F1SNG6
A0A287BIH8 A0A287BIH8
F1S2K2 F1RFV6
I3LVB2 I3LVB2
F1SLE2 P18430
A0A287AC99 A0A287AC99
I3L6C0 I3LNZ6
F1S7J3 F1S7J3
A0A287AMM6 F1RXP8
A0A287AR46 A0A287AR46
A0A286ZR41 A0A287ARB0
A0A287ABX4 F2Z5J3
F1SI10 F1SQL4
F1SFX0 F1SFX0
F1RU77 F1SSJ8
A0A286ZW96 I3LDJ2
F1SEI1 I3LVJ1
I3LSK3 I3LSK3
F1RMX2 F1S9D9
Q4R0H3 Q4R0H3
F1ST13 F1ST13
A0A287BML5 A0A287AEL7
A0A286ZMB2 D7RA36
D3Y270 G3FP13
F1SD74 F1RGS9
F1SFH9 I3LK83
A0A287BAL0 A0A287BAL0
A0A287ADC7 F1SUA0
A0A286ZXQ3 F1SUS6
F1RM98 I3LFG4
A0A287AMN8 F1SPP6
I3LCK2 A0A287ABI7
A0A287AIU9 F1SA17
I3LKM6 F1RTW1
I3LHU4 I3LHU4
A0A287A8L4 F1SUI6
F1RH13 F1RH13
K7GMG2 A0A287ARG0
F1RRZ1 K7GNP1
I3LTX5 F1S1X5
F1RL90 F1S1D9
Q863I2 Q863I2
A0A286ZK27 A0A286ZK27
F1SAU2 A0A287AN18
A0A287AVP0 F1S193
F1RL94 A0A287B3H7
F1SQ60 F1SQ60
F1SAH1 F1SI67
K7GKY0 K7GKY0
A0A287B280 F1S5P0
F1SFF5 K7GLC1
A0A287AMV5 F1S614
Q6QAT0 A0A286ZQ67
F1SIG2 I3LNG4
I3L9V1 I3L9V1
F1SS97 F1SS97
F1SSW6 F2Z5D1
F1SJY2 P36968
A0A287APW0 A0A287APW0
I3L6Z7 I3L6Z7
A0A287B293 A0A286ZMT8
F2Z531 A0A287AN18
A0A287AWN6 F1SNX8
F1RG44 F1RNQ3
Q3S853 A0A287BJH6
F1SUL0 I3LFH6
A0A286ZS39 A0A286ZS39
A0A287A612 A0A287ALN6
F1RIA3 F1RIA3
F1RRU8 F1RRU8
A0A287AGD4 F1RY89
F1RW03 F1RW03
F1RVE2 F1RVE2
A0A287AAN9 F1RY89
A0A287A461 A0A287A461
A0A287AN34 A0A287AN34
A0A287AJ28 A0A287AJ28
F1RVV1 F1RVV1
O19063 K7GR16
F1RS59 F1RS59
F1SSL6 F1SSL6
F1S8F0 F1RN19
F1S9Q5 F1S9Q5
A0A287B6N3 F1RSK2
F1SI67 F1SI67
I3LLX9 A0A287B024
F1SGX1 F1SGX1
A0A287A503 A0A287A503
F1REZ4 A0A287A2G0
A0A287ASY7 I3LHW9
F1SD81 I3LNJ8
A0A287APF1 B7U2H0
F1S2H1 A0A287AMX1
F1RRK6 F1SDE8
A0A287B5J8 A0A287B5J8
F1SFC1 F1SBK5
F1RHN8 A0A287BNF7
F1SDD9 M3TYU5
F1SLC7 F1S8Y4
F1S0Q0 F1S0Q0
F1SF95 F1SF95
F1SSH6 F1SRC3
F1RMX5 I3LRK7
I3LF48 F1SRN9
A0A287ANG4 F1SLS8
A0A287B223 F1RTK1
F1RK84 F1RK84
Q29024 F1SLR5
F1RT41 A0A287BQ36
I3LUI7 I3L855
A0A287BPY6 I3LQ18
F1S4G5 A0A287AYZ1
F2Z5L7 F2Z5L7
F1RUR5 F1RUR5
A0A287AAN9 A0A287BPB6
F1RRI0 A0A287AUN3
A0A286ZT52 A0A286ZT52
F1SA23 F1RNY1
I3LJ12 I3LJ12
F1RQL8 F1RQL8
F1S1V1 F1S1V1
F1S0M4 F1S0M4
F1SN51 A0A286ZZ17
F1S8J5 F1SAH3
I3L712 I3L712
F1SHF7 F1RZC9
I3LP32 F1RYY5
I3LQD7 A0A286ZXE4
F1S5B2 A0A287A7L1
F1RGB4 F1RGB4
A0A287AIM1 A0A140TAJ8
F1SAU5 A0A287A6L4
A0A286ZWP6 A0A286ZWP6
A0A286ZTI2 A0A286ZTI2
A0A287ALZ1 B1PK17
F1RZI3 F1RZI3
B9ZSM8 I3LQZ5
A0A287B478 A0A287B478
A0A286ZPP9 A0A286ZPP9
F1RPK6 F1RPK6
I3LRN2 F1RP69
F1S3B6 F1SAT2
F1RQC5 F1RQC5
I3LJB7 F1SG36
I3LFG4 F1RS76
A0A287A800 A0A287BS35
F1RX94 F1RX94
A0A286ZU39 I3L8V8
A0A286ZMT8 F1RL46
I3LPB3 K7GL66
F1SRK8 F1S3E0
A0A287BRX1 F1SIK8
F1S4G0 F1RIV2
I3LAG7 F1SEA4
A0A287BIA7 F1RPV0
F1SC57 F1RT67
A0A287ARG0 F1RX92
F1RNJ5 F1RNJ5
F1RWW3 F1RWW3
F1RZQ3 F1RZQ3
A0A286ZS02 F1SER9
F1SBW5 F1SBW5
A0A287BAV1 A0A287BAV1
A0A287BML5 F1SSN7
F1SLE2 Q59HI6
A0A287B0C9 A0A287AE27
F1S1H3 F1S430
A0A286ZW96 A0A286ZW96
A0A287AQI5 A0A287BIA7
A0A287BR67 F6QAE4
F1SCV6 A0A287BRN7
A0A287B1Q0 A0A287B1Q0
F1STZ6 F1SQ08
I3LE63 I3LE63
F1SFG1 A0A287A9Q3
A5A757 A5A757
F1SMV6 F1SMV6
A0A287ASY7 B1PK17
F1S1F1 I3LCP8
A0A287A6L4 M3TYJ4
I3L9P0 P29269
F1SHV7 A0A287BFM3
M3TYJ4 A0A287A4H3
A0A287ADB2 A0A287BRN7
F1SH89 F1SH89
A0A286ZWL3 F1STZ6
F1S116 F1S116
K7GMW2 K7GMW2
A0A286ZRT7 A0A286ZRT7
F1S1S3 F1S1S3
I3LDL8 I3LDL8
I3L9V2 I3L9V2
F1SQL4 A0A287AWS0
I3LQ78 F1SEI1
B3CL06 B3CL06
A0A286ZQP7 I3LJC2
F1RP51 F1RP51
A0A286ZI91 I3L9Q7
K7GNP1 F1RRZ1
Q6RWA7 F1SGD8
F1SGF6 F1SGF6
A0A287A381 F1SA03
F1RIF6 G3FP13
F1S7P5 F1SMJ4
A0A287BR67 A0A286ZI25
A0A287ADH9 P12068
F1STY8 A0A287BEE8
F1RVD7 A0A287A5L5
F1RVM0 F1RY89
F1SGZ6 F1SGZ6
F1REW6 F1REW6
F1SGR7 F1SGR7
F1SRN9 F1SRN9
F1S5K9 F1S5K9
I3LTD0 I3LC14
F1RHN8 F1RY45
F1STN2 I3LEX4
F1SQ59 A0A287ADS7
I3LJ12 F1RZV8
F2Z5V0 F2Z5V0
F1SIH6 F1SIH6
I3LUZ9 F1RWF9
F1S8N9 A0A287ADJ0
F1RXP8 A0A287AMM6
K9J4W3 A0A287B2K6
A0A287AME4 A0A287AME4
A0A287AWN6 A0A287BFY7
A0A287BA13 F1S0H4
B5LX40 B5LX40
F2Z5S6 A0A287BGT9
F1S9D9 F1RIS7
F1ST22 A0A287BEW6
A0A287AJV7 I3LP66
I3LKT7 I3LKT7
D7RA36 F1S5D3
A0A286ZJE5 A0A286ZJE5
A0A287B0Y7 A0A287B642
A0A286ZUL4 A0A286ZUL4
A0A287ASX4 A0A287ASX4
F1SUR6 K9IVJ6
F1SNX8 F1SNX8
A0A287AWK9 A0A287AKU1
A0A287A8A9 A4U9C9
A0A286ZR41 F1RX92
E7CXS0 I3LSD5
A0A287A0W1 A0A287AEL7
F1RUF2 Q8HYA9
Q45FY6 A0A287BAP6
A0A286ZV39 A0A287BII2
F1RJF5 F1RJF5
F1S663 F1SQZ3
K7GNZ5 K7GNZ5
F1RRW2 A0A287AF60
I3LUH9 I3LUH9
A0A140TAJ8 A0A287AIM1
F1RUR8 F1RUR8
A0A287A2T3 F1S7X4
P80964 A0A287AGG3
A0A287ANP5 F1SIA3
F1RF24 F1S467
D7RA17 D7RA17
F1RMX5 A0A287B0T0
A0A287B3J9 A0A287BLN4
A0A287AZ63 F1RL46
K7GNR7 K7GNR7
F1RZ97 I3LT05
A0A287AR57 I3LLZ3
F1RLF2 F1SS61
A0A286ZTB1 A0A286ZTB1
A0A287API2 I3LA17
F1RT13 F1RT13
A0A287AL20 A0A287AL20
F1SIG2 F1SER5
A1XSY8 A1XSY8
F1S0Q5 A0A287B1J5
F1RJE3 A0A287ABU0
A0A287ARB0 F1RX92
F1SR85 I3LKM6
B4X5Z2 B4X5Z2
F1RKP8 A0A286ZQI0
I3LK83 I3L8F0
I3LVN6 I3LVN6
Q56P20 Q56P20
F1S7Q6 F1SAI5
F1SL45 A0A287AGG3
F1RLE6 A0A287A5L5
F1RY95 F1SPI9
A0A287AAH7 A0A287AYZ1
I3L5Q7 I3L5Q7
F1RG63 A0A287APU7
F1SSJ8 I3L855
F1SGS5 F1SGS5
A0A287AQB6 A0A287AQB6
F1S2G9 F1S2G9
I3LST4 F1RIF6
I3LL77 I3LL77
F1S765 A0A287A706
A0A287BE48 A0A287BE48
A0A287AA87 F1RX92
B7ZEQ3 B7ZEQ3
A0A287B519 F1S8W8
F1SDI6 F1SDI6
F1RY45 B7TY21
I3LT71 Q5S233
F1SBH1 F1RUA7
Q59HI6 Q59HI6
F6PRZ7 A0A287BK92
K7GPB8 A0A287BRY2
A0A286ZXS0 A0A286ZXS0
I3LFC7 I3LFC7
A0A287ABX4 I3L9Q7
F1RVD7 F1RVD7
F1S106 I3LBY1
F1SN69 F1SGH4
F1S9V9 F1S9V9
I3LLK9 A0A287AYZ1
A0A287B927 A0A287B927
F1RWF7 F1RWF7
F2Z505 F2Z505
A0A287B735 Q2TJZ7
F1STH0 A4U9C9
D7R811 F1SIK8
A0A286ZKN9 A0A286ZKN9
F1RVX1 F1SIH6
F1RRW0 K7GNQ8
I3LU21 I3LV51
I3LQD7 A0A287BD34
A0A287B982 I3LTD0
F1SD90 F1SAM0
F1SUL0 I3L9K6
A0A287AYA3 F1S2W6
F1S5Q2 F1S5Q2
A0A287ABX4 A0A287B3U1
F1RFB7 I3LLX9
D0G0B2 D0G0B2
F1SMW9 F1SMW9
I3LCP8 I3LBA6
A0A287B5B7 I3LU21
F1SSJ8 F1SC57
A0A287B5K5 A0A287A6L4
A1XQT6 A0A286ZLK7
F1SFG1 F1SFH9
F1SP18 F1SP18
I3LPJ3 I3LL77
F1SGS8 F1SGS8
Q1W0Y2 A0A287ALI5
I3LHK5 A0A287BIR8
I3L9U6 A0A286ZSY9
I3L7E5 A0A287B3H4
E7D6R3 E7D6R3
A0A287AXZ9 A0A287AU31
A0A287BPY6 F1SE66
A0A287BBL7 F1SEI1
A0A287B4T1 A0A287B4T1
F1SER5 F1SIG2
P01219 A0A287ACL4
F1RMJ3 F1SKG2
I3LUE7 I3LUE7
P05024 P05024
F1SRD2 F1SRD2
A0A287AYE2 A0A287BLR6
A0A287AR57 A0A287AHK7
F1RYP8 F1S6G8
F1S4A8 F1RFS1
A0A287AFN9 A0A287AFN9
A0A287AE22 A0A287AE22
I3LT05 I3LT05
G3FP13 F1RIF6
F1SKT4 F1RYP8
F1RNQ3 A0A287BKV9
F1SC57 I3LLX9
A0A287BK63 F1SCW9
F1RIV1 A0A287B6G7
A0A287APP9 A0A287APP9
A0PA01 A0A287AM78
A0A287BD81 A0A287BD81
A0A286ZN93 I3L7D2
F1RK24 A0A286ZRF4
A0A287B0T0 F1SGD8
I3LTW0 Q6RWA7
F2Z566 F2Z566
F1RZI9 F1RZI9
F1SLZ6 A0A287ALW3
I3LST4 G3FP13
F1SAZ7 I3LG10
A0A287A4D0 A5GFZ6
A0A287A7M2 F1S662
A0A287BSZ4 A0A287BMZ0
A0A286ZP97 A0A286ZP97
A0A287BGT4 A0A287BGT4
A0A287B9B7 A0A287B9B7
I3LR45 I3LR45
F1RIV1 A0A287BIA7
F1RPN0 F1RGE8
F1RM74 F1RM74
F1SKN7 E9LK28
F1ST22 F1S4W8
F1SIC1 F1SIC1
F1RK68 F1RK68
P29269 A0PA01
A0A287ADC7 A0A287BAV1
A0A287B7G9 A0A287BIA7
F1RGH2 F1RGH2
A0A287AHJ2 A0A287A2G0
I3LLL0 I3LLL0
F1SAQ6 F1SAQ6
I3LLD6 I3LLD6
F1SH68 F1S689
F1S4G0 F1S4G0
F1S010 F1S632
I3LG77 I3LG77
F1STZ6 A0A286ZWL3
F1RUJ3 F1RUJ3
F1S4V5 F1S4V5
F1SLE2 A0A286ZZR3
A0A287BQX1 A0A287BQX1
A0A287AD51 F1SEP5
A0A287BM32 F1S9W1
F1RZC6 F1RZC6
A5GFZ6 F1SLN1
F1SND4 F1SNI1
P36968 F1SJY2
I3LEX4 F1S3E2
A0A287B976 A0A287B976
F1RGT4 A0A287AQI5
F1SFM0 A0A287ANQ7
C9K505 F1RVL9
A0A287APX2 F1SFM0
I3LNJ0 I3LNJ0
F1SN65 F1SN65
A0A286ZWY7 M3V832
I3LSJ5 I3LSJ5
P30555 B3CL06
F1SNL8 F1RXA9
I3LTW0 F1RVS6
F1SHB0 F1SHB0
P13222 A0A287B2X3
F1SKT5 F1SKT5
Q06AT4 Q06AT4
F1RJ61 F1RJ61
I3LB53 I3LB53
A0A287A447 F1SCH1
I3LS35 I3LS35
D0EWS6 D0EWS6
A0A286ZKL8 A0A286ZKL8
I3LAY7 I3LAY7
I3LUW6 I3LUW6
F1SLN1 A0A287AHK7
I3LQD7 A0A140UHW4
F1S0K9 F1S0K9
A0A286ZY97 A0A286ZY97
A0A287A0A8 I3LUT9
F1RSB8 I3LIT1
F1SV13 F1SV13
F1STS0 F1STS0
A0A286ZRF4 I3LHW9
F1S4A6 F1S4A6
A0A287AF83 A0A287AF83
F1SKV3 A0A286ZQX0
F1S3R8 F1S1S3
A0A287BIV6 A0A287AI94
A0A287APF1 A0A287AEL7
A0A287ARC8 A0A287ARC8
A0A287BA07 A0A287BA07
I3LIL0 K7GQH5
F1S8N9 F1S8N9
K7GNQ8 F1S523
F1RYX4 A0A287B5U9
A0A287AK24 F1S6F1
F1SSH6 A0A286ZQ67
F1SGH4 I3LLZ2
