Q6DFW4 Q9ESX5
Q9D3W4 E9Q309
P14719 A0A0R4J057
B2RQ71 B2RQ71
P48962 Q6ZWY3
A0A0B4J1F1 Q9QXE2
G3X956 G3X956
Q6PHZ5 G3X9Z4
Q3U2V3 Q80Y50
Q9Z0F8 P59598
G5E8C3 Q99JF5
O35625 Q80UP3
P27005 P27005
E9Q6I3 Q0VBM2
E9Q5L4 E9Q5L4
Q91VR8 Q6PFE7
Q923D4 Q62241
Q923D4 Q8VDD9
P01101 P01101
Q3TIX6 Q9D1G1
O35980 P25446
Q9D3W4 Q9ERV1
Q9CRA4 Q8K0C4
B1ARD6 P0DOV1
P56542 P56542
A6PWY4 A6PWY4
O88854 O88854
P47774 P47774
Q9D4M9 S4R1N2
G5E8R8 Q9D338
D3YVH8 Q922H7
A2A7S7 A2A7S7
Q9DB94 Q9JIG4
Q9D6D0 Q3U1J0
Q8CFI5 Q8CFI5
P54822 P54822
P26687 P27782
E9Q3T6 Q64028
Q9D4C1 Q69Z26
Q99M03 Q9D4H2
Q9D8Q6 Q8CI96
Q64669 E9Q577
Q3UPN1 Q3UPN1
Q921W7 Q6NS65
Q9R0T8 Q9R0T8
Q6P1G2 Q6P1G2
Q9CPT5 Q9EPA7
Q80YS6 Q80YS6
Q3UFY8 Q3UFY8
Q8BTH8 Q9D8Q6
Q810A7 Q810A7
P58659 B9EHI3
A2ABV5 Q99JP0
Q99JF5 Q8CGK7
Q62392 Q62392
Q9CQ36 Q9EQI5
A2BGN7 A2BGN7
Q8VHP6 A2ANX3
Q6PAR0 A2A4P0
Q9D783 Q9D783
P58281 P58281
Q5D073 D6REH1
Q80ZD3 P70310
Q8R5K4 P35293
A0A087WRI3 Q8BFS8
Q8BGZ3 Q8CJ67
Q99KP6 Q99KP6
Q9QXY7 Q9QXY7
Q499E6 O55074
P62984 P62984
A0A286YCV9 Q8R3C0
E9PUA2 A0A286YDD7
P0C872 Q6P1E7
O35613 O35613
Q8K119 Q9DBC3
B2RUP0 Q9D0N7
Q04859 Q04859
P61215 Q9JI20
Q62441 Q62441
A0A0R4J1G3 A0A0R4J1G3
Q8VD00 Q9D0C1
Q9CQE7 Q9CQE7
O55047 O55047
D3Z603 Q5U5I3
E9Q839 E9Q839
D6REH1 D6REH1
D3Z656 Q7TPW1
O35887 O35887
D3YVH8 A0A0R4J1C5
P51945 P51945
Q9ERL0 Q9ERL0
A0A0R4J267 Q8K1Y2
Q9CQR7 Q61144
Q61035 Q61035
Q61826 B7ZCC9
P39689 P39689
Q91W97 Q9QXJ4
O88307 O54788
Q61382 Q61382
G3X9P9 O88904
Q8BVL3 Q8BVL3
Q99JY4 Q99JY4
Q9Z1B8 A0A0G2JGZ8
Q6NVF4 Q8VCL5
Q9ERS4 Q9ERS4
Q8BGN2 Q8BGN2
P59672 Q9CZR4
Q61263 P35762
P97946 Q9CR83
Q91V57 Q91V57
P56671 P56671
Q62392 Q8CFN8
A2ABV5 A2A8Z1
Z4YJW6 A0A1N9NPH8
Q7TSH2 Q8BJL0
P56546 P56546
Q8R4Y8 Q5GH67
E0CYV0 Q99JR8
O35308 P0DJI6
Q9EQC7 E9Q0Y4
G3X8V6 Q3UBG2
Q9DB94 Q9CXI3
Q9D6D0 O55074
Q8BLI0 Q3TB92
O35160 O35160
Q8K1K9 Q9JJ78
Q9ET39 Q9D3L0
Q8VE37 Q9WU42
Q8BZ33 Q9CQA1
P46414 P46414
Q8BNI4 A2A5N8
A0A0R4J073 Q8BLG0
D6RJM5 Q9JHG7
Q9JMA3 Q9JMA3
Q91VZ5 P09926
A2CG28 Q8C4X1
P09926 Q8BRM2
Q9CXL3 Q9Z1T6
Q8BHD7 Q8BHD7
D3YVH8 Q8QZS5
P46735 Q924C1
O08992 O08992
P30276 Q80VC6
Q9CUB6 Q80UP3
Q99JP0 Q8BR07
P51675 P51675
Q9Z0V7 Q5SVR0
Q9CY27 Q3V1T4
P98064 Q60898
Q8VHH8 Q8VHH8
P62267 Q9JJT0
Q5XJY5 Q5XJY5
O35066 O35066
A2A8Z1 Q99JP0
A0JNU3 Q8BMC1
Q8VCM3 A2A8L1
Q8R3A2 O54804
A0A0A6YXB2 Q8BLX4
Q60841 Q9QZW9
Q9ESJ0 Q6P2B1
Q9CQ36 Q9CQ36
Q9D9R0 P20664
P09036 P09036
Q9WUA2 Q9Z110
Q8JZZ6 Q8JZZ6
A0A0R4J018 A0A0R4J018
Q9R0C0 Q9R0C0
Q8K371 Q9CQ49
Q9JIF9 Q8BJW7
Q9CQ28 Q8BVH9
E9Q3T6 Q9Z2B9
Q5BJ29 Q8C0E3
Q641P0 Q6P9Q6
A2ANX3 Q8VHP6
P70170 Q6VH22
F8VPZ5 F8VPZ5
Q3V1Z0 Q80Z38
Q5D078 Q5D078
Q8K352 Q8C263
Q8BTH8 D3YYQ7
D6RIL3 E9QM16
Q61390 Q8R4E9
A0A1B0GQY9 Q3U309
O88444 P63013
Q9DCZ4 Q9DCZ4
Q9EPR2 Q9CSB4
A0A0R4J0U8 A0A087WQ23
P63072 Q9DCX1
H3BJC9 H3BJC9
Q8K301 Q8CCK0
B9EJ22 B9EJ22
Q5U462 G3X8V6
Q8QZS5 P40646
Q69Z26 Q8K3V1
O88597 O88597
Q9CWT6 F7DDS0
Q8BI72 B1ATC3
Q8C708 P63157
Q80X98 Q80X98
A0A1D5RLV3 A0A1D5RLV3
Q9CZW5 Q9CZW5
Q5FW53 Q8BYG9
Q7TNF0 Q62559
Q9WUN2 Q9WUN2
Q76N33 Q76N33
P37804 P37804
Q99P31 Q99P31
Q91ZY2 Q91ZY2
Q80XD1 Q9CXU9
A0A0A6YXB2 A0A0A6YXB2
E9QPI5 Q9Z1F9
P61215 Q8BI66
O89033 Q8BS90
Q6ZQA6 Q6ZQA6
Q99ME6 Q99ME6
A0A140LIR2 B2RT41
A2AQR4 Q3UKU1
E9QN68 E9QN68
A0A0N4SV67 Q6GU14
Q9QYE3 Q8CCJ9
A2A7B5 Q8BW72
Q60754 Q60754
A2ARI4 A2ARI4
Q3UFM6 Q9CS74
E9PW83 Q69Z26
Q9CYR6 Q9CYR6
O70492 Q5HZG4
Q9QZ28 Q3UV71
P70310 O35949
Q923K4 Q8BVH9
Q9EQF2 Q8BGQ1
Q9CPT5 Q6PAL7
Q3UHC1 Q3UHC1
Q9D6T0 Q9D6T0
H3BLF0 E9QNR8
Q8C6D4 Q8C6D4
P42582 P42582
P61290 P61290
A0A0B4J1F0 A0A0B4J1F0
Q9CQ46 O35949
Q8C170 Q8C170
G3X8R8 Q3UFM6
Q99JY0 Q99JY0
Q6VYH9 P70120
A0A0A6YVW5 O35468
Q80WQ8 Q8CEC4
A2AJW5 A2AJW5
P37242 Q62227
A2RSQ0 A2RSQ0
Q9DAG9 Q91VZ5
P97378 Q9WTZ1
Q6PD05 Q80ZJ6
P97496 Q8VDM6
Q0P5X5 P58390
Q5SQ27 Q5SQ27
Q62203 Q62203
Q9CWR8 Q8C006
Q61026 Q61026
P68033 P03930
Q80W04 H3BJD7
E9QK22 P70321
O88455 O88455
Q4QQM5 Q4QQM5
Q80TF4 A0A286YCV9
Q8CEG5 Q9R0S0
Q8BND3 F7DDS0
Q8K0G8 P0C872
Q8C5Q4 Q921S7
E9Q5M4 Q3UY96
Q99MI6 Q99MI6
Q3URQ0 Q9Z110
Q3UA37 Q3UA37
Q7TMM9 Q7TMM9
Q9Z0S2 P13373
Q8BLY2 P48755
Q9JHI8 Q9CQI1
P28352 P28352
Q9WV08 Q9WV08
Q9CTH6 Q8C9B9
A2APF4 Q61009
Q6W5C0 Q6W5C0
Q91VD1 Q8JZS7
Q8BTG7 E9PZ87
Q6PD05 Q8BIF0
Q68FF6 Q68FF6
P70245 Q3UNA4
Q9DAS1 P63013
Q5PRF0 Q8R1F6
Q8JZP3 Q8JZP3
Q9Z1X9 Q8K119
Q9Z238 Q9Z238
A0A0R4J104 F6TQN9
Q3UPE3 Q5Y5T2
A3KBF5 P43687
A2ACM0 M0QW59
Q6P1G0 E9Q9B7
Q6NS65 Q9Z0L1
A4QPD3 A4QPD3
Q8BXN7 Q6VH22
Q6R3M4 O35425
E9Q394 E9Q394
Q9CZI9 Q99J21
Q3V2J9 Z4YJW6
Q924X9 P97393
Q91VR8 Q91VR8
Q5SSL4 Q5SSL4
Q8BND3 Q80TF4
D3YYQ7 D3YYQ7
Q80WR5 Q80WR5
Q9DB30 O35216
Q8VDD5 Q8VDD5
B2RUP0 Q4FZF3
Q09200 Q09200
Q61263 P42337
Q9Z2B9 Q8VDS3
Q61412 Q61412
P62743 P62743
Q9Z110 Q3UFM5
A0A0R4J0F6 Q8K4Q7
Q60992 Q60992
A0A0A0MQF3 S4R177
P59267 P59267
A0A087WPY4 A0A087WPY4
O88327 O88327
O70494 A2A7B5
O08918 O54915
J3KMG9 P37242
Q9Z2C5 Q9Z2C5
Q8VDD9 Q8VDD9
Q9JJC8 Q99N03
E9QJV4 E9QJV4
E9PXZ3 Q6F5E0
Q6IQY5 Q6IQY5
Q9R0U0 Q3V3R1
E9Q309 Q9D3W4
Q9ER05 Q8BMC1
Q91VR8 E9QMN1
O08688 O35385
P42228 P42228
D3Z6K8 A0A0J9YTR2
Q61645 Q61645
P00158 P00158
B2RXC1 Q8BJL0
A0A1L1SQI7 A0A1L1SQI7
F8WI37 F8WI37
Q60644 P63139
Q3U8Y1 P27048
Q8K119 Q80TF4
Q9D0F4 Q9CQT2
Q8CGF7 Q3UFM5
Q8K3K7 Q8K3K7
Q9D868 Q62241
Q9Z1T1 Q9QZQ1
A2BDX3 Q8QZZ7
Q9QZB7 Q5DW34
Q9CX84 Q9CX84
E9QL43 Q2TBA3
Q9WUZ3 Q9DC59
Q6P5B0 Q3TML0
Q99JT2 Q99JT2
Q9D7C9 Q91YZ5
Q62241 O70492
P24369 P24369
P09036 Q922X9
P43687 A3KBF5
P25916 Q8VDS3
F7BWJ7 F7BWJ7
A2AWL7 Q8VDS3
Q9EQF2 Q9EQF2
Q5F2E7 Q9JJZ4
A2ADB2 A0A0R4J1C5
O35716 P20664
O08759 O08759
Q8BHT6 Q7TS68
Q6PD05 Q02242
Q8R2Y0 Q8R2Y0
Q8CG64 Q8CG64
Q570Y9 Q8VEJ1
A2ACM0 P35762
Q9CXV9 Q8C1Z7
Q5U4H9 Q9JJP2
A0A286YCN8 A0A286YCN8
Q9D8Q6 A0A0R4J057
P0C242 Q9CWY9
P0DI97 P0DI97
D3Z4T1 Q3V1L6
O08537 O08537
Q6NS46 Q6NS46
Q9WUV0 Q9WUV0
Q64010 Q64010
Q3U1N2 O08734
Q9JLY7 Q3U717
Q9R0Q6 Q8BH01
Q8VD73 Q8VD73
Q8C8U0 O55047
Q9DBS8 Q641P0
Q80VV3 P0C242
Q8VDR7 Q8VDR7
E0CZD6 E9QJU6
B2RPY5 G3X8Q7
Q99MV1 Q8VIG1
Q9QZ41 B9EJ22
A0A0R4J1H2 P59644
Q68EF4 Q922X9
Q9DAG9 P55271
Q80YR7 O89033
Q811M1 Q811M1
Q9JK23 Q08048
Q2KHI9 Q2KHI9
Q4FZF3 Q4FZF3
Q99KJ0 Q6PDX6
Q8K4Q6 Q8K4Q6
Q61502 Q61502
Q811Q9 Q9D6K5
Q9Z0F8 F8VQ40
E9PUD6 E9PUD6
Q8BHE5 Q80YD6
Q6P1E7 P0C872
Q9D1C3 Q9D1C3
Q8BGZ1 Q9D2F7
A0A0A6YVW5 Q4FZG8
M0QWA7 M0QWA7
A0A0R4J057 Q9D8Q6
D3Z3N4 Q921N6
Q9DAX2 Q9DAX2
P01837 P01837
Q8BI79 Q8BI79
P56479 Q7TSN6
E9Q6I3 Q68FD9
P35487 P35487
F8VQL0 M0QWA7
P17156 P17156
B1AUN2 B1AUN2
P54369 Q9D7P9
Q3V1H1 Q149C2
Q9CSN1 Q9R1Y5
Q9WVS6 Q9WVS6
Q91VK1 Q91VK1
A2RST1 A2RST1
O35385 O08688
Q3TXV4 Q3TXV4
P28700 P28700
P56480 P56480
Q8VDD9 Q5HZG4
Q04899 P63318
D3Z3N4 Q9CR62
Q61194 Q61194
Q9Z324 Q5M9N4
P70347 D3YYQ7
A0A286YCV9 Q9CY73
Q8R4E9 Q8R4E9
Q9DBR7 Q9DBR7
Q3V3R1 Q9CR62
Q9CYD3 Q9CYD3
Q9CXL3 Q9ER72
Q61743 Q8K057
P97348 P97348
Q9CWR8 P70351
Q924K8 Q924K8
Q922I7 Q922I7
Q9DBC3 Q9Z1X9
Q3ZK22 Q9CRA4
Q8K2G4 Q8K2G4
Q8C9M8 Q69ZK7
P17047 P17047
Q9CWY9 P0C242
Q61390 Q61390
Q9QYJ0 Q9QYJ0
P70677 P70677
Q91VE3 Q91VE3
Q8BJS8 Q8BJS8
Q91ZY2 Q9D2F7
Q68FE8 Q68FE8
E9PXZ3 P98191
Q8BWS5 Q8BWS5
Q61074 Q9CXW2
Q9D8P7 Q99M03
Q6A037 Q5SSK3
Q9D7N3 Q9CXW2
Q8VBV3 Q9CQL5
Q149T1 Q149T1
Q9ES03 H3BJ52
A0A0A6YXB2 E9Q958
A2BDX3 Q8VCL5
F6U2C2 F6U2C2
Q8K2H1 Q8K2H1
Q8R3C1 A0A0A6YVW5
A0A1B0GT67 E9Q557
O88566 O88566
O88502 E9Q6D6
Q5SQF8 O70622
Q7TMG8 Q7TMG8
G3XA20 A3KBF5
A0A0B4J1G6 Q3UPE3
E9Q236 Q7TT36
P26687 P37242
E9Q8D0 E9Q8D0
A0A1W2P8A6 F8VPV0
O88307 Q9DD02
Q3U3M5 Q3U3M5
Q99N95 Q9CXL3
Q3UTY6 Q69ZS0
Q9QXV3 Q9QXV3
E9Q286 E9Q286
Q5XFZ0 Q8BJW7
P48301 Q8BMU0
P54276 P54276
O55042 O55042
P70389 P70389
A2AIW0 Q8K004
P27889 O70622
Q8BG87 Q9JLH8
Q8VE18 P41593
P70392 P70392
Q99MV1 Q99MV1
Q3URQ0 F6ZDS4
Q80VP5 Q80VP5
Q9CZI9 Q9CPZ1
Q8R4E9 Q3U564
A0A286YD23 A0A286YD23
P52927 P52927
Q8K2Y0 Q9Z2D0
B2KFW1 B2KFW1
Q8K3V1 Q9D8P7
P04095 P04095
Q9JLV6 Q9JLV6
P56485 Q9JHG7
Q9CQB2 A0A0N4SVK4
Q9ER72 Q9Z1T6
Q9CQT2 O70492
P98191 E9PXZ3
Q80WR5 A2AIW0
Q3UNH4 Q9DBT5
Q8CGK7 G5E8C3
Q3U487 Q3U487
Q810A1 F7BWJ7
Q9D338 Q9D338
D3Z7H4 D3Z7H4
Q9R1B9 Q9R1B9
Q9D2D9 Q9CQ28
Q3TXV4 Q9R0Q6
P59598 O54917
Q9CZR4 A0A140LJ72
P47931 P10751
Q3UTR7 Q9CQ26
P97946 P97946
Q60611 P04351
O35185 O35185
Q9D554 Q9D554
V9GX76 Q99JI4
Q921W7 Q9Z0L1
Q8BNI4 Q8BNI4
Q9WU56 Q9WU56
Q9D6F4 O08707
Q64028 Q9Z2B9
O88878 O88878
Q8CJ67 Q8CJ67
Q9ES03 Q9QZ28
Q6ZWX6 Q6ZWX6
Q9ERH4 Q08024
E9Q2V7 G3UVU5
Q9D2G2 Q9D2G2
Q3TPR7 Q3TPR7
Q3TB92 Q8BLI0
Q91WV7 F8WJ23
F6SLK1 A0A0R4J0F6
Q9JLR9 Q9JLR9
Q99LB6 Q8BJH1
P27782 A2A7B5
Q9CXD6 Q2KHI9
Q80W04 A0A0R4J0I7
P54254 P54254
Q9R1B9 Q9JKL4
Q8K2R5 Q3UG20
P51908 P51576
Q9CZR4 Q9CZR4
Q9CQS6 Q0VAV1
S4R2L8 Q8BVU5
Q3TJZ6 Q3TJZ6
Q8R0S1 Q6P243
P54116 P54116
O54791 O54791
Q9R0U5 Q9R0B8
G3UXW9 G3UXW9
Q9QXV3 Q60769
Q9Z1P5 Q9Z1P5
Q5U462 Q9D7P9
Q9CQF4 O88307
Q9CPU9 Q9CPU9
Z4YJW6 Q3UTY6
Q8BXG3 Q8BXG3
V9GXH0 A0A0R4J021
Q9D4H2 Q9D8P7
Q8VBU8 Q8BYN3
Q8N9S3 Q8N9S3
Q8BIP0 Q9CXJ1
Q8CFZ4 Q8CFZ4
Q3U2V3 Q9CXT7
Q8BS90 P30276
Q61371 Q61371
Q8C804 Q3UFM6
Q8BVU5 P09926
P62500 P62500
Q9ESX5 Q6DFW4
Q9JIS8 Q9JIS8
Q8BGE6 Q8BGE6
Q60662 Q3U1J0
Q9CQF4 O54788
Q04736 Q04736
Q9CYZ2 Q9WVA4
A0A0R4J097 A0A0R4J097
Q9EQH3 Q9EQH3
Q8BXN7 A6H603
Q6ZQL4 Q6ZQL4
Q80V26 Q9D8Y1
P43275 Q6ZWY3
Q3TLH4 Q9JMH6
Q6ZWY3 Q6ZWY3
Q80Z38 P61967
Q9QY93 Q9JJN0
Q8BH69 Q8BH69
P09036 Q91ZY2
B1AUF1 Q9ERH7
Q9D067 Q922X9
Q6A078 Q6A078
P08122 O54917
Q9ERH7 Q8VBU8
Q3URQ7 Q3URQ7
E9Q958 Q9CQS6
Q9D084 Q8CEG5
Q8BNI4 O35216
Q6A037 Q8JZP3
Q4VC33 Q9DCX1
A0A0R4J073 Q64669
Q80U49 Q80U49
Q8R326 Q8R326
Q8N9S3 Q91WN2
Q80XD1 Q80XD1
Q9D7P9 P54369
A0A1W2P8A6 A0A1W2P8A6
P22561 Q8CIN6
Q922X9 Q7TNF0
D3YZS9 Q8C6D4
B2RY56 B2RY56
Q921S7 Q8C5Q4
Q8BHW6 A2APF4
Q3UJV1 Q69ZS0
P52955 Q9QZ28
P62492 P62492
Q8K4B0 Q8K4B0
Q8R016 Q9D902
Q9CYH6 Q8BGA5
Q91WA4 Q6PD05
G3X9Z4 G3X9Z4
Q9QY39 Q9QY39
Q8BKX7 Q8VCZ3
Q6PGA2 Q91WV7
Q9CWT6 Q9CY73
B2RXC6 Q6ZQB6
Q62160 Q62160
F8WJE0 F6TVP2
Q8BJU0 Q8BJU0
A0A0R4J0I0 D3YXK6
Q9D1N9 E9PV60
P70325 E9Q5L8
Q9D8Q6 Q8BTH8
Q8K0D0 H3BJC9
P56485 P63139
Q80U35 Q80U35
E9QAN8 E9QAN8
Q9D338 G5E8R8
A6H603 A6H603
A0A1L1STT0 Q9CPZ1
Q9Z1T1 Q9Z1T1
Q3UTR7 D6RJM5
G3UX69 A0A1L1SU00
Q8VE97 Q64096
Q99LB6 Q80WR5
P26450 P26450
Q8BZ60 A2ADH1
Q9ERH7 B1AUF1
Q8BFW9 Q8BFW9
P62816 Q9CYY7
Q99PN3 Q8BT07
Q8C4X1 O88904
Q8C9B9 Q8BVE8
Q6DID5 Q6DID5
Q5SSG5 Q501J7
Q9ERU9 Q9ERU9
Q8JZL7 Q8JZL7
P24788 P24788
Q6PCN7 Q6PCN7
Q91Z22 Q91Z22
Q4VBE7 Q4VBE7
Q8C2B3 Q8C2B3
Q8CGF7 F6ZDS4
Q9DBY5 Q9DBY5
Q922W5 Q9CZS1
P52955 G3X9Z0
Q8CHY3 Q8CHY3
Q3U0V1 Q3U0V1
Q9D4C5 Q9D4C5
Q9Z0F8 P10711
Q8BZ60 Q3UHX9
Q62203 Q5HZG4
Q3UMA3 B1ATZ1
P63072 Q4VC33
Q60765 Q8VBV4
Q8R317 Q8R317
Q9CQ46 Q8R0Z5
P51683 P51683
A0A0R4J0I7 Q811Q9
Q8BG54 Q99MI6
Q9CTH6 Q9CWL2
O88829 Q9D416
S4R1N2 Q9D4M9
Q9CY27 Q91X76
Q8BND3 Q9CY73
A0A0R4J0U8 A0A0R4J0U8
Q9D3L0 Q9ET39
Q99LP8 Q99LP8
O35216 P70362
Q99N11 Q99N11
P49183 P49183
Q62559 P09036
E9QJU8 E9PUU5
Q04207 Q04207
Q99M80 Q922U2
G5E8N7 G5E8N7
Q3U1F9 Q3U1F9
Q8BR07 Q6PAJ3
Q7TNV0 Q7TNV0
O88379 Q499D0
Q8C4Q6 D3Z4M6
Q9WVA4 Q9WVA4
Q03958 Q03958
Q9D4H1 Q3TTA7
Q68EF8 Q3UC65
Q99ME7 Q99ME7
Q3UTY6 Q9WUI0
E9Q4M7 E9Q4M7
P13297 P13297
Q69Z26 Q9JK37
Q8CB96 O35066
Q3U564 Q6P9Q6
G3X8V6 P59672
E9Q5Z6 P00158
Q4FK66 Q99K30
Q9CPX9 Q9Z2G0
Q9DCZ4 Q9DCN7
Q8BGE5 A0A0R4J289
Q60773 Q07231
Q3U0X8 Q3U0X8
Q2YDW2 Q68ED3
Q91WM1 Q9Z277
Q99LI9 Q99LI9
Q8C263 Q8K352
O55226 O55226
Q5SUQ9 Q5SUQ9
Q3UD01 Q8R3L5
Q3U564 Q9DBS8
A0A0R4J0E0 O88379
Q3UR70 Q3UR70
P97930 Q1PSW8
Q9R0Q3 P17047
Q766D5 Q9QXW9
Q8BGI7 Q80UK0
A2AQJ8 A2AQJ8
Q69ZJ7 A2RSY1
Q80VC6 B9EJ22
P63318 P63318
P10751 Q9WTJ5
Q6NXK8 Q8K358
O35643 O35643
P70217 P50207
E9QJU7 Q8C0D4
G5E8C3 Q8CGK7
E9Q5M4 Q8VCZ8
Q3TLW9 Q3TAQ3
Q9ERC3 Q9CWY9
E9PZM4 A2ADH1
Q8BQM4 Q8BQM4
Q99K74 Q9CR73
A0A140LJ72 Q99PM9
P41593 Q9ERL7
Q9D9D8 Q9D9D8
Q9D2D9 Q923K4
Q64237 Q64237
Q8BGI5 Q91XT6
Q9JHG7 D6RJM5
Q8BU88 Q8BFX1
P09025 Q6P9Z1
Q3UHC1 Q61152
Q9CYH6 Q91VE6
O88933 O88933
Q8R2N0 Q8R2N0
Q8CI96 H3BLC8
Q922H2 Q922H2
Q9Z108 Q9Z108
S4R2L8 P09926
G5E8F1 Q9DCV6
Q91W52 Q91W52
Q76N33 Q8VD04
O54825 Q4FZF3
P08113 P08113
Q6A009 Q6A009
Q8BVU5 S4R2L8
Q8BZ89 Q8BZ89
Q8BHL6 Q8BTH8
Q9WTK7 Q9WTK7
F8WJ23 Q6PGA2
Q8R0S1 Q91WD9
Q91ZY2 P09036
Q8CI61 Q8CI61
Q8BN82 Q8BN82
H3BKL1 Q8CI96
Q9QZN4 Q9QZN4
Q8CD92 Q8CD92
Q9CR51 P50518
Q9DAM5 Q3UZ64
Q8K0P3 Q8K0P3
D3YVH8 P40646
Q61733 Q9D0B6
Q9EQC1 Q9EQC1
P0C872 Q80VV3
Q9D067 Q9D2F7
Q9WV84 Q8K1K9
P62816 P62816
P70160 P70160
Q64669 A0A0R4J073
Q5D078 D3YXR2
D3YXG0 D3YXG0
P27005 Q8BPQ2
P62254 Q8VBW5
A0A0R4J1J6 A0A0N4SVK4
O08582 O08582
Q9D0C1 Q9D0C1
F6V5B0 Q8CHP8
A2AGH6 A2AGH6
Q8BYL4 A2AQ14
Q80W04 Q9D6K5
Q3UHD6 Q3UHD6
Q99JP0 Q6PAJ3
Q8C3R1 Q8C3R1
Q69ZT9 Q69ZT9
Q91VY5 Q5SWW4
Q9CS74 Q80UP3
Q80Z96 Q80Z96
Q9D2C2 Q9R061
Q8QZY9 Q8QZY9
P48962 P53395
A2ASQ1 A2ASQ1
P05201 P05201
O55070 Q8CFW1
Q9JHZ2 Q9JHZ2
J3KMG9 Q60665
G5E8B9 Q6PFD6
Q5Y5T2 Q9ET39
Q8R100 Q8R100
Q8BN21 Q8BUE4
Q8BHW6 Q61009
Q76LS9 P51908
Q9D9W1 Q8K1C7
Q3TY60 Q8CIN6
Q501J7 Q91WC0
P63072 Q9CX48
Q7TSS2 Q7TSS2
P10107 E9Q616
Q8CAE3 Q8CAE3
O70310 O70310
Q921V7 Q921V7
Q8BH02 Q8BH02
Q920A1 Q920A1
Q9EPL0 Q9EPL0
Q68EF4 P58390
Q6P2L7 P62254
G3X8Q7 P51944
Q923K4 Q91ZG2
H3BJC9 Q8K0D0
Q69ZZ6 Q69ZZ6
B7ZCC9 Q8BHA9
D3YYQ7 Q8CI96
Q4ZJM9 Q4ZJM9
P80313 P80313
E9QL43 E9QL43
Q99PN3 Q99PN3
Q8CCS6 Q8CCS6
Q9D868 P31230
F6TUL9 F6TUL9
Q8BTV2 Q8BTV2
Q80TN5 Q80TN5
P62331 P62331
Q542I8 Q6ZQA0
Q2TV84 B2RQE8
Q6P7W2 Q6P7W2
Q9CWQ8 Q8CAB8
Q99JH8 Q99JH8
Q8BTH8 Q8BTH8
Q8R016 Q8R016
Q8BS90 Q9D3W4
Q3UWW6 P97376
Q6PGF2 E9QAB6
Q9WU62 Q9WUV0
Q8BGB2 Q9D8U8
Q08460 P35762
Q9WV31 Q9WV31
D3Z7Q2 D3Z7Q2
Q9CWT6 Q9DBC3
Q9CPZ1 A0A0R4J1H2
Q8C142 Q9JHE7
J3QK52 J3QK52
Q9CXT7 P61215
P59326 P59326
P55096 P55096
A0A286YCV9 Q9DBC3
Q8CGF7 Q91W43
Q3UTY6 Z4YJW6
Q8VDR7 Q9Z2I2
Q91ZH7 Q8R2R1
Q9Z275 Q9Z275
Q9Z110 Q9WUA2
Q62077 Q62077
P63271 Q9JJN0
Q8CHW4 Q8CHW4
Q7TS68 Q8BHT6
Q8K004 Q9D4C5
Q91YQ7 P97480
P62192 P62192
Q99M03 Q07231
O08734 Q3U1N2
Q9WUI1 Q9WUI1
A0A1L1STT0 Q69ZK7
Q7TT35 Q7TT35
Q5BU09 Q5BU09
Q4KMS1 Q4KMS1
Q9WTZ1 Q80SY9
Q91V61 Q68FF6
Q05921 Q9D1Q1
A0A0R4J0Z1 A0A0R4J0Z1
Q07231 Q60773
Q8VD00 Q7TPN9
Q7TMM8 Q7TMM8
Q6P243 Q8BGV3
Q99PM9 P59672
Q32NZ6 Q32NZ6
Q8BRM2 Q9DAG9
Q8CFI5 A0A0R4J215
P59644 Q8C9M8
P32233 Q11011
P31230 Q9D868
A2A8L1 Q91XQ0
Q6NS82 Q6NS82
Q91WA4 Q91WA4
P24807 P24807
Q3UGS4 Q3UGS4
Q8C9M8 Q9CPZ1
Q91X45 Q8R4K8
P54369 Q8R3L5
Q8CH72 Q9DCC4
P97445 Q7TT18
Q9DAZ9 E9Q2E4
Q61768 Q9QZQ1
D3Z742 D3Z742
Q6PGA2 Q9QWL7
Q80YA8 Q6RUT8
O55134 P70304
Q9QZS0 O70477
Q3TLH4 Q3TLH4
A0A1L1SU00 A0A1L1SU00
P09926 Q8BVU5
Q5HZG4 Q9D0F4
Q8JZP3 Q9CR40
Q5DTT3 Q5DTT3
G3X9F2 Q8C708
H3BLC4 Q80XI4
Q3U1N2 Q3U1N2
Q810K9 Q810K9
Q8VHP6 Q8VHP6
Q9Z0F8 Q9Z0F8
H3BJ52 G3X9F2
Q6ZPQ6 Q6ZPQ6
Q8C804 Q99PN3
Q9WTV7 A3KFM7
P19973 Q5SUA5
Q8BRM2 P55271
D3Z6K8 Q9JJU6
P17679 Q9Z0F6
Q3UBG2 P59672
O70492 O70492
B9EJ22 Q80YR7
Q5HZG4 Q5HZG4
Q8BGA5 Q8BGA5
Q8K3A2 Q8BKX7
Q3V0C5 Q810A7
Q6NSU3 Q6NSU3
Q9Z2G0 Q9Z0F6
E9PXE2 E9PXE2
Q9CQI9 Q8CEG5
A2ACD2 A2ACD2
Q3UHE1 Q80UK0
Q9CWK8 Q924C1
A0A140LJC7 Q8VE97
P97718 A2AGB2
Q91W97 Q9D7B7
Q9ERH4 P70284
Q9D031 Q9D031
Q91Y47 Q91Y47
Q6RHW0 Q99M80
Q3TVW5 Q5HZK1
Q80WR5 Q99LB6
A2AWT3 A2AWT3
A2AIW0 Q9CQE0
Q8CJ70 Q9JKV9
